code_postal,code_type_local,longitude,latitude,valeur_fonciere_x,surface_reelle_bati,nombre_pieces_principales,surface_terrain,valeur_fonciere_y,pourcentage,categorie
75001,2,2.324677,48.86763,540000,75,3,0,775000,43.51851851851852,11
75001,2,2.3408189999999998,48.863797999999996,370500,46,2,0,515000,39.00134952766532,11
75001,2,2.349163,48.862908000000004,150000,20,1,0,190000,26.666666666666668,10
75002,2,2.3435490000000003,48.865742,450000,40,2,0,450000,0.0,7
75002,2,2.343648,48.869657000000004,70000,16,1,0,146300,109.0,2
75002,2,2.346517,48.869294000000004,655000,68,2,0,648000,-1.0687022900763359,7
75002,2,2.350253,48.869627,810000,84,5,0,1144000,41.23456790123457,11
75002,2,2.351123,48.867033,117000,19,1,0,134000,14.52991452991453,10
75003,2,2.355517,48.868083,330000,42,2,0,320000,-3.0303030303030303,7
75003,2,2.361248,48.861078000000006,158000,18,1,0,205386,29.991139240506328,10
75003,2,2.3627,48.86257,295000,26,1,0,323000,9.491525423728813,9
75003,2,2.36355,48.856826,1197300,104,3,0,1380000,15.259333500375845,10
75003,2,2.36709,48.856081,390000,34,2,0,424000,8.717948717948717,9
75004,2,2.354742,48.852716,190000,25,1,0,330000,73.6842105263158,12
75005,2,2.3470020000000003,48.844375,600000,49,2,0,585000,-2.5,7
75005,2,2.347814,48.839405,470000,49,3,0,520000,10.638297872340425,10
75005,2,2.349039,48.843996999999995,130000,12,1,0,183600,41.23076923076923,11
75005,2,2.3494669999999998,48.845423,440000,27,2,0,453000,2.9545454545454546,8
75005,2,2.35003,48.84037,210000,19,1,0,225000,7.142857142857143,9
75005,2,2.351391,48.849889000000005,485000,54,2,0,545000,12.371134020618557,10
75005,2,2.353021,48.848605,362600,41,2,0,430000,18.587975730832873,10
75005,2,2.353802,48.848237,80000,11,1,0,123900,54.875,11
75006,2,2.327193,48.847646999999995,245274,87,4,0,100039,-59.213369537741464,0
75006,2,2.32839,48.847654,542700,50,2,0,784200,44.499723604201215,11
75006,2,2.3298740000000002,48.853177,378000,34,2,0,663500,75.52910052910053,12
75006,2,2.333554,48.851637,157000,15,1,0,215000,36.94267515923567,11
75006,2,2.3342560000000003,48.849377000000004,3254000,80,5,0,3500000,7.5599262446220035,9
75006,2,2.337342,48.854092,1350000,130,4,0,1840000,36.2962962962963,11
75006,2,2.338054,48.849432,1524000,90,4,0,2249300,47.59186351706037,11
75006,2,2.338131,48.850153000000006,952500,65,3,0,1445000,51.70603674540683,11
75006,2,2.338918,48.853806,390000,34,1,0,506600,29.897435897435898,10
75006,2,2.3401110000000003,48.849191999999995,555000,54,2,0,777709,40.12774774774775,11
75007,1,2.324985,48.859038,5840000,180,7,0,5856350,0.2799657534246575,8
75007,2,2.302912,48.862041999999995,3380000,357,6,0,4100000,21.301775147928993,10
75007,2,2.306371,48.861470000000004,2774000,210,4,0,2182000,-21.341023792357607,5
75007,2,2.308353,48.856669000000004,50000,12,1,0,70000,40.0,11
75007,2,2.311464,48.852219,2910000,268,7,0,3744600,28.68041237113402,10
75007,2,2.3127560000000003,48.851528,1900000,173,6,0,1500000,-21.05263157894737,5
75007,2,2.316823,48.857192,1903023,144,5,0,2635000,38.463907162446276,11
75007,2,2.3218419999999997,48.8603,3610000,279,5,0,2525000,-30.05540166204986,1
75007,2,2.323312,48.855932,540000,47,2,0,760000,40.74074074074074,11
75007,2,2.3241009999999998,48.853677000000005,167400,17,1,0,243900,45.69892473118279,11
75007,2,2.326023,48.852074,342000,37,2,0,492000,43.85964912280702,11
75007,2,2.3272720000000002,48.857785,1770000,149,6,0,2280000,28.8135593220339,10
75008,2,2.301884,48.873356,460750,60,2,0,549000,19.153553988062942,10
75008,2,2.3031099999999998,48.869939,990000,83,2,0,2000000,102.02020202020202,2
75008,2,2.305499,48.874098,210000,28,1,0,258306,23.002857142857142,10
75008,2,2.314971,48.880438,127000,10,1,0,130000,2.3622047244094486,8
75008,2,2.31509,48.871108,1295000,80,3,0,700000,-45.945945945945944,1
75008,2,2.317247,48.871008,2009300,160,5,0,1530000,-23.85407853481312,5
75008,2,2.322412,48.87595,610000,67,2,0,780000,27.868852459016395,10
75008,2,2.325097,48.874973,106800,8,1,0,99000,-7.303370786516854,6
75009,2,2.327211,48.879523999999996,190000,32,1,0,215000,13.157894736842104,10
75009,2,2.327281,48.881136,395000,49,3,0,437000,10.632911392405063,10
75009,2,2.328194,48.876283,300000,39,1,0,380000,26.666666666666668,10
75009,2,2.33173,48.881058,192512,24,1,0,174850,-9.17449301861702,6
75009,2,2.333818,48.879334,630000,88,4,0,1000000,58.73015873015873,11
75009,2,2.335309,48.88044,750000,25,2,0,451250,-39.833333333333336,1
75009,2,2.335858,48.879521000000004,236000,24,1,0,300000,27.11864406779661,10
75009,2,2.341443,48.878223999999996,430000,56,3,0,540500,25.697674418604652,10
75009,2,2.345176,48.882326,520000,58,3,0,631500,21.442307692307693,10
75009,2,2.346111,48.882456,95000,14,1,0,160000,68.42105263157895,12
75010,2,2.3547130000000003,48.87229,322525,36,2,0,267500,-17.060692969537246,5
75010,2,2.355386,48.879188,1120000,166,5,0,1080000,-3.5714285714285716,7
75010,2,2.3595650000000004,48.86996,495000,66,3,0,550000,11.11111111111111,10
75010,2,2.359984,48.880265,471500,60,3,0,400000,-15.164369034994698,5
75010,2,2.362058,48.871122,495000,56,3,0,675000,36.36363636363637,11
75010,2,2.364994,48.883097,383050,46,2,0,412510,7.690901971022059,9
75010,2,2.370802,48.871214,223000,29,1,0,277000,24.2152466367713,10
75010,2,2.3711349999999998,48.872271999999995,164000,23,2,0,207500,26.524390243902438,10
75011,2,2.369956,48.856997,645000,71,3,0,848000,31.472868217054263,10
75011,2,2.371628,48.868747,270000,33,2,0,332000,22.962962962962962,10
75011,2,2.371779,48.868527,350000,46,3,0,441000,26.0,10
75011,2,2.373159,48.861115999999996,691200,81,4,0,697000,0.8391203703703703,8
75011,2,2.374441,48.852349,286000,32,2,0,309070,8.066433566433567,9
75011,2,2.3745,48.866245,234000,28,1,0,316200,35.12820512820513,11
75011,2,2.374524,48.860054999999996,179000,22,1,0,215382,20.325139664804468,10
75011,2,2.3746549999999997,48.853273,536490,62,3,0,613500,14.354414807358944,10
75011,2,2.376358,48.856612,375000,32,2,0,355600,-5.173333333333333,6
75011,2,2.376489,48.866226,310000,38,2,0,325500,5.0,8
75011,2,2.37794,48.862235,278000,32,2,0,250000,-10.071942446043165,5
75011,2,2.378285,48.862261,610000,52,3,0,356850,-41.5,1
75011,2,2.381047,48.85972,492725,51,3,0,446500,-9.381500837180983,6
75011,2,2.3862360000000002,48.861139,390000,43,2,0,320000,-17.94871794871795,5
75011,2,2.38633,48.860704,160000,35,2,0,382283,138.926875,4
75011,2,2.389422,48.852683,385000,36,2,0,314048,-18.42909090909091,5
75011,2,2.3941630000000003,48.853609000000006,412000,30,3,0,285300,-30.75242718446602,1
75011,2,2.395249,48.850032,220000,29,2,0,357800,62.63636363636363,12
75011,2,2.397639,48.851465000000005,277500,75,3,0,600000,116.21621621621621,3
75012,2,2.368952,48.846854,141866,15,1,0,170000,19.831390185104254,10
75012,2,2.3734889999999997,48.850088,104781,12,1,0,224930,114.6667811912465,3
75012,2,2.375159,48.850006,363100,40,2,0,362500,-0.16524373450839988,7
75012,2,2.375699,48.849222999999995,9400000,45,2,259,11450000,21.80851063829787,10
75012,2,2.37835,48.850609999999996,645000,70,4,0,735000,13.953488372093023,10
75012,2,2.379929,48.847564,440000,44,2,0,380000,-13.636363636363637,5
75012,2,2.381625,48.845278,216000,22,2,0,180000,-16.666666666666668,5
75012,2,2.3858639999999998,48.846410999999996,185000,23,1,0,230500,24.594594594594593,10
75012,2,2.3865119999999997,48.84098,345000,49,3,0,445000,28.985507246376812,10
75012,2,2.387384,48.843165,294751,33,2,0,315400,7.0055741965252025,9
75012,2,2.389178,48.848103,200000,29,2,0,240000,20.0,10
75012,2,2.390287,48.838475,282000,38,3,0,250200,-11.27659574468085,5
75012,2,2.393976,48.837659,283000,36,2,0,258400,-8.692579505300353,6
