code_postal,code_type_local,longitude,latitude,valeur_fonciere_x,surface_reelle_bati,nombre_pieces_principales,surface_terrain,valeur_fonciere_y,pourcentage,categorie
75001,2,2.330146,48.866141999999996,542400,48,1,0,720500,32.83554572271387,12
75001,2,2.33208,48.864664000000005,177500,17,1,0,172200,-2.9859154929577465,9
75001,2,2.3357330000000003,48.866376,500000,56,2,0,602540,20.508,12
75001,2,2.349566,48.863282,365000,39,2,0,434000,18.904109589041095,12
75002,2,2.341415,48.866894,237500,22,1,0,290000,22.105263157894736,12
75002,2,2.344297,48.866165,2500000,27,1,0,3250000,30.0,12
75002,2,2.346718,48.866209999999995,175000,20,1,0,227700,30.114285714285714,12
75002,2,2.347496,48.86861,294000,22,1,0,325000,10.54421768707483,12
75002,2,2.3486860000000003,48.869398,657000,75,2,0,855650,30.235920852359207,12
75002,2,2.348841,48.869079,487500,64,2,0,750000,53.84615384615385,13
75002,2,2.349325,48.868004,295000,41,3,0,538000,82.37288135593221,14
75002,2,2.3505,48.869128,90000,20,1,0,88966,-1.1488888888888888,9
75003,2,2.354634,48.8643,751400,84,3,0,1088000,44.796380090497735,13
75003,2,2.35658,48.860426000000004,625000,60,3,0,924282,47.88512,13
75003,2,2.361215,48.867839000000004,715250,85,3,0,793000,10.870325061167424,12
75003,2,2.361216,48.866948,691700,55,3,0,817700,18.215989590863092,12
75003,2,2.361599,48.862311,415000,40,2,0,522500,25.903614457831324,12
75003,2,2.361933,48.861523999999996,160000,21,1,0,200000,25.0,12
75003,2,2.36215,48.863523,560050,49,3,0,596000,6.419069725917328,11
75003,2,2.366633,48.861745,874500,97,4,0,1134000,29.67409948542024,12
75004,2,2.354098,48.860476,270000,49,3,0,695000,157.40740740740742,4
75004,2,2.354851,48.851952000000004,228000,19,1,0,315000,38.1578947368421,13
75004,2,2.356186,48.856702,407500,43,2,0,554000,35.95092024539877,13
75004,2,2.3567009999999997,48.857544,280000,20,1,0,378600,35.214285714285715,13
75004,2,2.3614759999999997,48.855438,335000,30,1,0,434250,29.62686567164179,12
75004,2,2.361887,48.854508,423200,38,2,0,529550,25.129962192816635,12
75004,2,2.362228,48.854396,323000,31,1,0,419280,29.808049535603715,12
75004,2,2.3623830000000003,48.855556,640000,70,4,0,815500,27.421875,12
75004,2,2.364514,48.853648,241900,25,1,0,300000,24.018189334435718,12
75004,2,2.366144,48.854431,795000,64,3,0,1000000,25.78616352201258,12
75004,2,2.366959,48.852157,890000,95,5,0,1040000,16.853932584269664,12
75005,2,2.341754,48.84245,566500,60,2,0,873950,54.271844660194176,13
75005,2,2.34443,48.85153,400700,45,2,0,571100,42.52558023458947,13
75005,2,2.3447400000000003,48.852194,416600,36,2,0,457970,9.930388862217955,11
75005,2,2.346305,48.851729999999996,375000,31,1,0,400761,6.8696,11
75005,2,2.346993,48.837671,178500,22,1,0,248000,38.93557422969187,13
